PIN,Property Address,Most Recent Date Sale,Deed No.,Most Recent Sale Price,Pure Market Indicator,Estimate (Land),Estimate (Building),First Pass Value 1,First Pass Value 2,Land Value,Improvement Value,First Pass Value 3,First Pass Value 4,First Pass Value 5,First Pass Value 6,First Pass Value 7
11193020230000,822  SHERMAN AVE EVANSTON,,,,0,69490,439470,680018,748020,21879,726141,748020,748020,748020,748020,
11193020251001,810  MAIN ST EVANSTON,03/02/2018,01806145003,1,0,45140,529100,272288,211023,14212,236173,211023,211023,211023,250385,
11193020251002,812  MAIN ST EVANSTON,,,,0,45140,388780,272288,211023,14212,236173,211023,211023,211023,250385,
11193020251003,814  MAIN ST EVANSTON,,,,0,45140,384870,272288,211023,14212,236173,211023,211023,211023,250385,
11193020251004,810  MAIN ST EVANSTON,,,,0,14890,174600,272288,211023,4690,81708,211023,211023,211023,86398,
11193020251005,810  MAIN ST EVANSTON,,,,0,30240,354490,272288,211023,9522,162007,211023,211023,211023,171529,
11193020251006,816  MAIN ST EVANSTON,,,,0,45140,379860,272288,211023,14212,236173,211023,211023,211023,250385,
11193030020000,839  SHERMAN AVE EVANSTON,04/06/2018,01809649065,550000,1,37550,311740,404548,404548,11824,392724,404548,404548,404548,404548,404548
11193030030000,837  SHERMAN AVE EVANSTON,,,,0,30680,174400,282554,303745,9660,294085,303745,303745,303745,303745,
11193030040000,835  SHERMAN AVE EVANSTON,,,,0,31410,37840,387293,387293,9890,377403,387293,387293,387293,387293,387293
11193030080000,706  MAIN ST EVANSTON,,,,0,84370,575010,771270,771270,26562,744707,771270,771270,771270,771270,
11193030090000,704  MAIN ST EVANSTON,,,,0,42180,415630,608684,608684,13281,595403,608684,608684,608684,608684,
11193030130000,833  SHERMAN AVE EVANSTON,,,,0,44990,335370,402385,432564,14165,418399,432564,432564,432564,432564,
11193030140000,829  SHERMAN AVE EVANSTON,,,,0,47720,380610,499680,574632,15024,559608,574632,574632,574632,574632,
11193030150000,827  SHERMAN AVE EVANSTON,,,,0,47720,355060,433827,466364,15024,451340,466364,466364,466364,466364,
11193030160000,825  SHERMAN AVE EVANSTON,,,,0,47720,323870,434458,499627,15024,484603,499627,499627,499627,499627,
11193030170000,821  SHERMAN AVE EVANSTON,,,,0,51810,563840,491214,528055,16312,511743,528055,528055,528055,528055,
11193030190000,723  WASHINGTON ST EVANSTON,,,,0,83160,423600,577278,663870,26180,637690,663870,663870,663870,663870,
11193030200000,721  WASHINGTON ST EVANSTON,,,,0,83160,392560,517335,594935,26180,568755,594935,594935,594935,594935,
11193030210000,719  WASHINGTON ST EVANSTON,,,,0,83160,511800,716567,788223,26180,762043,788223,788223,788223,788223,
11193030220000,717  WASHINGTON ST EVANSTON,,,,0,83160,367700,434442,467025,26180,440845,467025,467025,467025,467025,
11193030230000,715  WASHINGTON ST EVANSTON,,,,0,66520,253640,400061,430065,20944,409121,430065,430065,430065,430065,430065
11193030330000,836  CUSTER AVE EVANSTON,,,,0,57520,487000,651709,651709,18109,633599,651709,651709,651709,651709,
11193040010000,1224  WASHINGTON ST EVANSTON,,,,0,124200,503930,702657,772923,39100,733823,772923,772923,772923,772923,
11193040020000,1218  WASHINGTON ST EVANSTON,,,,0,62100,308460,403992,464591,19550,445041,464591,464591,464591,464591,
11193040030000,807  ASBURY AVE EVANSTON,,,,0,93150,418120,732872,787838,29325,758513,787838,787838,787838,787838,
11193040040000,801  ASBURY AVE EVANSTON,,,,0,93150,406160,615189,676708,29325,647383,676708,676708,676708,676708,676708
11193040050000,749  ASBURY AVE EVANSTON,,,,0,89500,413650,522740,601151,28178,572973,601151,601151,601151,601151,601151
11193040060000,745  ASBURY AVE EVANSTON,,,,0,89500,348300,440440,506506,28178,478328,506506,506506,506506,506506,
11193040070000,743  ASBURY AVE EVANSTON,,,,0,89500,396260,428644,492940,28178,464763,492940,492940,492940,492940,
11193040080000,1214  WASHINGTON ST EVANSTON,,,,0,124200,411940,454310,488384,39100,449284,488384,488384,488384,488384,
11193040180000,1133  MADISON ST EVANSTON,,,,0,84370,295780,412260,474100,26562,447537,474100,474100,474100,474100,
11193040190000,1131  MADISON ST EVANSTON,,,,0,84370,319500,410870,472500,26562,445938,472500,472500,472500,472500,
11193040230000,1103  MADISON ST EVANSTON,,,,0,97870,315320,525155,603929,30812,573116,603929,603929,603929,603929,
11193040240000,1035  MADISON ST EVANSTON,,,,0,81000,327180,452994,520943,25500,495443,520943,520943,520943,520943,
11193040250000,1031  MADISON ST EVANSTON,,,,0,67500,384060,480521,552599,21250,531349,552599,552599,552599,552599,
11193040260000,1029  MADISON ST EVANSTON,,,,0,67500,315950,417735,480395,21250,459145,480395,480395,480395,480395,
11193040270000,746  RIDGE AVE EVANSTON,,,,0,97530,331530,580252,667290,30706,636584,667290,667290,667290,667290,667290
11193040300000,1217  MADISON ST EVANSTON,,,,0,70870,332260,610952,610952,22312,588639,610952,610952,610952,610952,
11193040330000,1209  MADISON ST EVANSTON,,,,0,70870,374320,554856,554856,22312,532543,554856,554856,554856,554856,
11193040340000,1213  MADISON ST EVANSTON,,,,0,70870,357130,436107,501523,22312,479210,501523,501523,501523,501523,
11193040390000,1109  MADISON ST EVANSTON,,,,0,84980,401760,483004,483004,26754,456250,483004,483004,483004,483004,
11193040400000,1111  MADISON ST EVANSTON,,,,0,83220,357000,449966,449966,26201,423765,449966,449966,449966,449966,
11193040430000,1125  MADISON ST EVANSTON,,,,0,84370,337580,465518,535345,26562,508783,535345,535345,535345,535345,
11193040460000,1123  MADISON ST EVANSTON,,,,0,67280,255150,412461,474330,21182,453148,474330,474330,474330,474330,
11193050020000,803  RIDGE AVE EVANSTON,,,,0,90,20,435212,435212,39542,0,435212,435212,39542,39542,
11193050130000,927  MADISON ST EVANSTON,,,,0,89770,244960,478467,550237,28262,521974,550237,550237,550237,550237,
11193050140000,921  MADISON ST EVANSTON,,,,0,89770,375930,550711,633318,28262,605055,633318,633318,633318,633318,
11193050150000,919  MADISON ST EVANSTON,,,,0,60150,337870,405913,466800,18938,447862,466800,466800,466800,466800,
11193050160000,917  MADISON ST EVANSTON,,,,0,59250,393940,511160,511160,18653,492506,511160,511160,511160,511160,
11193050170000,913  MADISON ST EVANSTON,,,,0,60150,329010,499290,499290,18938,480352,499290,499290,499290,499290,
11193050180000,911  MADISON ST EVANSTON,,,,0,89770,263320,357622,357622,28262,329359,357622,357622,357622,357622,
11193050190000,907  MADISON ST EVANSTON,,,,0,89770,317080,493120,567088,28262,538826,567088,567088,567088,567088,567088
11193050200000,903  MADISON ST EVANSTON,,,,0,89770,421050,604990,604990,28262,576727,604990,604990,604990,604990,
11193050221001,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221002,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221003,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221004,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221005,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221006,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221007,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221008,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221009,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221010,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221011,930  WASHINGTON ST EVANSTON,12/26/2017,01736049027,148000,1,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221012,930  WASHINGTON ST EVANSTON,07/05/2018,01818649179,147500,1,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221013,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221014,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221015,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221016,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221017,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221018,930  WASHINGTON ST EVANSTON,09/01/2017,01724417001,144000,1,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221019,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050221020,930  WASHINGTON ST EVANSTON,,,,0,11880,84600,254985,197613,3740,193873,197613,197613,197613,197613,
11193050241001,910  WASHINGTON ST EVANSTON,04/19/2017,01710929064,115000,1,9110,113970,258050,199988,2870,136117,199988,199988,199988,138987,
11193050241002,910  WASHINGTON ST EVANSTON,,,,0,11320,141550,258050,199988,3564,168459,199988,199988,199988,172023,
11193050241003,910  WASHINGTON ST EVANSTON,06/06/2017,01715749275,175000,1,11170,139710,258050,199988,3518,166313,199988,199988,199988,169831,
11193050241004,910  WASHINGTON ST EVANSTON,,,,0,14700,183840,258050,199988,4629,217610,199988,199988,199988,222239,
11193050241005,910  WASHINGTON ST EVANSTON,,,,0,11900,148910,258050,199988,3749,177050,199988,199988,199988,180799,
11193050241006,910  WASHINGTON ST EVANSTON,,,,0,11760,147070,258050,199988,3703,174904,199988,199988,199988,178607,
11193050241007,910  WASHINGTON ST EVANSTON,,,,0,14400,180170,258050,199988,4536,213357,199988,199988,199988,217894,
11193050241008,910  WASHINGTON ST EVANSTON,,,,0,14400,180170,258050,199988,4536,213357,199988,199988,199988,217894,
11193050241009,910  WASHINGTON ST EVANSTON,,,,0,14990,187520,258050,199988,4721,221855,199988,199988,199988,226576,
11193050241010,910  WASHINGTON ST EVANSTON,,,,0,12200,152580,258050,199988,3842,181334,199988,199988,199988,185175,
11193050241011,910  WASHINGTON ST EVANSTON,,,,0,12050,150750,258050,199988,3796,179194,199988,199988,199988,182989,
11193050241012,910  WASHINGTON ST EVANSTON,,,,0,14700,183840,258050,199988,4629,217610,199988,199988,199988,222239,
11193050241013,910  WASHINGTON ST EVANSTON,07/20/2017,01720108169,230000,1,14700,183840,258050,199988,4629,217610,199988,199988,199988,222239,
11193050241014,910  WASHINGTON ST EVANSTON,,,,0,15290,191200,258050,199988,4814,226099,199988,199988,199988,230913,
11193050241015,910  WASHINGTON ST EVANSTON,,,,0,12540,156850,258050,199988,3949,186308,199988,199988,199988,190258,
11193050241016,910  WASHINGTON ST EVANSTON,,,,0,12350,154420,258050,199988,3888,183476,199988,199988,199988,187364,
11193050241017,910  WASHINGTON ST EVANSTON,,,,0,14990,187520,258050,199988,4721,221855,199988,199988,199988,226576,
11193050241018,910  WASHINGTON ST EVANSTON,,,,0,14990,187520,258050,199988,4721,221855,199988,199988,199988,226576,
11193050251001,747  RIDGE AVE EVANSTON,03/22/2017,01708155062,150750,1,12830,119100,249405,193289,4042,196211,193289,193289,193289,200253,
11193050251002,747  RIDGE AVE EVANSTON,,,,0,9230,85670,249405,193289,2908,142009,193289,193289,193289,144917,
11193050251003,1015  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251004,1015  MADISON ST EVANSTON,,,,0,9230,85670,249405,193289,2908,142009,193289,193289,193289,144917,
11193050251005,1005  MADISON ST EVANSTON,06/21/2017,01717212023,119000,1,9230,85670,249405,193289,2908,142009,193289,193289,193289,144917,
11193050251006,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251007,747  RIDGE AVE EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251008,747  RIDGE AVE EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251009,1015  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251010,1015  MADISON ST EVANSTON,01/08/2018,01800804037,147500,1,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251011,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251012,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251013,747  RIDGE AVE EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251014,747  RIDGE AVE EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251015,1015  MADISON ST EVANSTON,07/19/2018,01820008045,145000,1,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251016,1015  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251017,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251018,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251019,747  RIDGE AVE EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251020,747  RIDGE AVE EVANSTON,07/18/2018,01819947037,150000,1,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251021,1015  MADISON ST EVANSTON,05/04/2017,01712418042,148000,1,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251022,1015  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251023,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193050251024,1005  MADISON ST EVANSTON,,,,0,12830,119030,249405,193289,4040,196113,193289,193289,193289,200153,
11193060040000,818  WASHINGTON ST EVANSTON,,,,0,92660,528290,765652,842217,29172,813045,842217,842217,842217,842217,
11193060050000,816  WASHINGTON ST EVANSTON,,,,0,72460,348730,626929,673948,22814,651134,673948,673948,673948,673948,673948
11193060060000,812  WASHINGTON ST EVANSTON,,,,0,72460,340480,627480,674541,22814,651727,674541,674541,674541,674541,674541
11193060070000,808  WASHINGTON ST EVANSTON,,,,0,118800,436740,756852,832537,37400,795137,832537,832537,832537,832537,832537
11193060090000,835  MADISON ST EVANSTON,,,,0,87750,439210,692072,743977,27625,716352,743977,743977,743977,743977,743977
11193060100000,831  MADISON ST EVANSTON,,,,0,87750,472120,733015,806317,27625,778692,806317,806317,806317,806317,
11193060110000,827  MADISON ST EVANSTON,,,,0,87750,405340,588201,676431,27625,648806,676431,676431,676431,676431,
11193060120000,821  MADISON ST EVANSTON,,,,0,87750,340910,557633,641278,27625,613653,641278,641278,641278,641278,641278
11193060130000,819  MADISON ST EVANSTON,,,,0,87750,662790,649906,747392,27625,719767,747392,747392,747392,747392,
11193060140000,815  MADISON ST EVANSTON,,,,0,87750,407660,619973,712969,27625,685344,712969,712969,712969,712969,
11193060150000,811  MADISON ST EVANSTON,,,,0,87750,439200,596927,686467,27625,658842,686467,686467,686467,686467,
11193060160000,807  MADISON ST EVANSTON,,,,0,87750,356040,611149,611149,27625,583524,611149,611149,611149,611149,
11193060170000,801  MADISON ST EVANSTON,,,,0,87750,338210,412182,474010,27625,446385,474010,474010,474010,474010,
11193060181001,832  WASHINGTON ST EVANSTON,,,,0,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193060181002,832  WASHINGTON ST EVANSTON,10/11/2018,01828406237,211000,1,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193060181003,832  WASHINGTON ST EVANSTON,,,,0,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193080010000,733  ASBURY AVE EVANSTON,,,,0,89500,439760,577975,635773,28178,607595,635773,635773,635773,635773,
11193060181004,834  WASHINGTON ST EVANSTON,07/05/2018,01818647000,190000,1,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193060181005,834  WASHINGTON ST EVANSTON,,,,0,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193060181006,834  WASHINGTON ST EVANSTON,,,,0,8190,155270,259798,201344,2578,287760,201344,201344,201344,290339,
11193060181007,834  WASHINGTON ST EVANSTON,,,,0,3170,60100,259798,201344,998,112277,201344,201344,201344,113275,
11193060181008,801  ELMWOOD AVE EVANSTON,,,,0,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181009,801  ELMWOOD AVE EVANSTON,,,,0,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181010,801  ELMWOOD AVE EVANSTON,,,,0,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181011,803  ELMWOOD AVE EVANSTON,,,,0,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181012,803  ELMWOOD AVE EVANSTON,,,,0,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181013,803  ELMWOOD AVE EVANSTON,08/17/2017,01722939052,165000,1,7660,145260,259798,201344,2412,269421,201344,201344,201344,271833,
11193060181014,803  ELMWOOD AVE EVANSTON,11/27/2018,01833142092,141500,1,5810,110190,259798,201344,1830,204986,201344,201344,201344,206816,
11193060181015,803  ELMWOOD AVE EVANSTON,,,,0,5810,110190,259798,201344,1830,204986,201344,201344,201344,206816,
11193060181016,803  ELMWOOD AVE EVANSTON,,,,0,5810,110190,259798,201344,1830,204986,201344,201344,201344,206816,
11193060181017,803  ELMWOOD AVE EVANSTON,,,,0,610,11680,259798,201344,194,21919,201344,201344,201344,22113,
11193060181018,803  ELMWOOD AVE EVANSTON,08/17/2017,01722939052,165000,1,610,11680,259798,201344,194,21919,201344,201344,201344,22113,
11193060181019,803  ELMWOOD AVE EVANSTON,,,,0,610,11680,259798,201344,194,21919,201344,201344,201344,22113,
11193060181020,803  ELMWOOD AVE EVANSTON,,,,0,610,11680,259798,201344,194,21919,201344,201344,201344,22113,
11193060181021,803  ELMWOOD AVE EVANSTON,10/11/2018,01828406237,211000,1,610,11680,259798,201344,194,21919,201344,201344,201344,22113,
11193070010000,813  SHERMAN AVE EVANSTON,,,,0,50220,363440,513953,591046,15810,575236,591046,591046,591046,591046,
11193070020000,811  SHERMAN AVE EVANSTON,,,,0,43940,362690,496544,533785,13834,519951,533785,533785,533785,533785,
11193070030000,809  SHERMAN AVE EVANSTON,,,,0,43940,414690,518081,556937,13834,543104,556937,556937,556937,556937,
11193070040000,805  SHERMAN AVE EVANSTON,,,,0,45830,314540,483405,555916,14429,541487,555916,555916,555916,555916,555916
11193070050000,803  SHERMAN AVE EVANSTON,,,,0,41120,326670,481939,554229,12946,541284,554229,554229,554229,554229,
11193070090000,716  WASHINGTON ST EVANSTON,09/07/2017,01725046218,392000,1,32400,276250,369470,397180,10200,386980,397180,397180,397180,397180,
11193070100000,714  WASHINGTON ST EVANSTON,,,,0,29110,390570,429315,429315,9167,420148,429315,429315,429315,429315,
11193070110000,712  WASHINGTON ST EVANSTON,,,,0,33250,390500,441308,441308,10468,430840,441308,441308,441308,441308,
11193070130000,710  WASHINGTON ST EVANSTON,,,,0,35340,431620,464766,464766,11126,453640,464766,464766,464766,464766,
11193070140000,708  WASHINGTON ST EVANSTON,,,,0,36940,327270,425732,457662,11632,446030,457662,457662,457662,457662,
11193070150000,706  WASHINGTON ST EVANSTON,,,,0,38550,396690,407202,407202,12138,395064,407202,407202,407202,407202,
11193070230000,715  MADISON ST EVANSTON,,,,0,78970,320170,475849,511538,24862,486675,511538,511538,511538,511538,511538
11193070240000,711  MADISON ST EVANSTON,,,,0,96520,428750,510021,586524,30388,556136,586524,586524,586524,586524,
11193070250000,707  MADISON ST EVANSTON,,,,0,50010,219620,294807,294807,15746,279061,294807,294807,294807,294807,
11193070260000,705  MADISON ST EVANSTON,,,,0,50010,172730,345151,345151,15746,329405,345151,345151,345151,345151,345151
11193070300000,712  WASHINGTON ST EVANSTON,,,,0,18090,10140,445175,445175,5695,0,445175,445175,10000,10000,
11193070310000,716  WASHINGTON ST EVANSTON,,,,0,23890,12980,445184,445184,7522,0,445184,445184,10000,10000,
11193080020000,731  ASBURY AVE EVANSTON,,,,0,89500,329030,467464,537584,28178,509406,537584,537584,537584,537584,
11193080030000,727  ASBURY AVE EVANSTON,,,,0,89500,371090,482569,554954,28178,526777,554954,554954,554954,554954,
11193080070000,715  ASBURY AVE EVANSTON,,,,0,67330,222510,362873,417304,21199,396105,417304,417304,417304,417304,
11193080100000,1204  MADISON ST EVANSTON,,,,0,84370,289400,377653,434301,26562,407738,434301,434301,434301,434301,
11193080110000,1130  MADISON ST EVANSTON,,,,0,84370,377580,568409,653670,26562,627108,653670,653670,653670,653670,653670
11193080120000,1126  MADISON ST EVANSTON,,,,0,84370,353080,503658,579207,26562,552644,579207,579207,579207,579207,
11193080130000,1124  MADISON ST EVANSTON,,,,0,84370,327880,482704,555110,26562,528547,555110,555110,555110,555110,
11193080140000,1118  MADISON ST EVANSTON,,,,0,84370,492810,634982,698480,26562,671918,698480,698480,698480,698480,
11193080150000,1114  MADISON ST EVANSTON,,,,0,84370,424760,546657,628655,26562,602093,628655,628655,628655,628655,
11193080160000,1112  MADISON ST EVANSTON,,,,0,84370,464800,463037,532492,26562,505930,532492,532492,532492,532492,
11193080170000,1110  MADISON ST EVANSTON,,,,0,84370,492640,677537,745291,26562,718729,745291,745291,745291,745291,
11193080180000,1106  MADISON ST EVANSTON,,,,0,84370,440800,509095,547277,26562,520715,547277,547277,547277,547277,
11193080190000,1102  MADISON ST EVANSTON,,,,0,84370,467940,611949,673144,26562,646582,673144,673144,673144,673144,
11193080210000,1213  MONROE ST EVANSTON,,,,0,50620,388750,483731,556290,15938,540353,556290,556290,556290,556290,
11193080220000,1211  MONROE ST EVANSTON,,,,0,50620,268580,360931,415071,15938,399134,415071,415071,415071,415071,415071
11193080230000,1209  MONROE ST EVANSTON,11/07/2018,01831106195,540000,1,50620,401760,507170,557887,15938,541949,557887,557887,557887,557887,
11193080240000,1207  MONROE ST EVANSTON,,,,0,50620,324770,396172,425885,15938,409947,425885,425885,425885,425885,
11193080250000,1205  MONROE ST EVANSTON,,,,0,50620,257660,305988,351886,15938,335948,351886,351886,351886,351886,
11193080260000,1203  MONROE ST EVANSTON,,,,0,50620,285550,307451,353569,15938,337631,353569,353569,353569,353569,
11193080270000,1127  MONROE ST EVANSTON,,,,0,50620,320060,334483,384655,15938,368718,384655,384655,384655,384655,
11193080280000,1125  MONROE ST EVANSTON,07/02/2018,01818325078,345000,1,50620,317090,314082,361194,15938,345257,361194,361194,361194,361194,
11193080290000,1123  MONROE ST EVANSTON,,,,0,50620,287000,378530,406920,15938,390982,406920,406920,406920,406920,
11193080300000,1121  MONROE ST EVANSTON,07/31/2018,01821219308,285000,1,50620,305430,340700,391805,15938,375867,391805,391805,391805,391805,
11193080310000,1119  MONROE ST EVANSTON,,,,0,50620,285170,292758,336672,15938,320734,336672,336672,336672,336672,
11193080320000,1115  MONROE ST EVANSTON,,,,0,50620,631100,297848,342525,15938,326587,342525,342525,342525,342525,342525
11193080330000,1113  MONROE ST EVANSTON,02/13/2018,01804447072,1,0,50620,251170,309311,309311,15938,293374,309311,309311,309311,309311,
11193080340000,1111  MONROE ST EVANSTON,,,,0,50620,239330,340292,365814,15938,349877,365814,365814,365814,365814,365814
11193080350000,1109  MONROE ST EVANSTON,,,,0,50620,325510,402369,432547,15938,416609,432547,432547,432547,432547,
11193080360000,1107  MONROE ST EVANSTON,,,,0,50620,319480,355043,408300,15938,392362,408300,408300,408300,408300,
11193080370000,1105  MONROE ST EVANSTON,,,,0,50620,342830,412862,474791,15938,458854,474791,474791,474791,474791,
11193080380000,1101  MONROE ST EVANSTON,,,,0,50620,252980,340652,391750,15938,375813,391750,391750,391750,391750,
11193080390000,1037  MONROE ST EVANSTON,,,,0,50620,500530,648251,713076,15938,697138,713076,713076,713076,713076,
11193080400000,1035  MONROE ST EVANSTON,,,,0,50620,418050,457927,526616,15938,510679,526616,526616,526616,526616,
11193080410000,1033  MONROE ST EVANSTON,,,,0,71380,563190,668460,718594,22474,696120,718594,718594,718594,718594,
11193080420000,736  RIDGE AVE EVANSTON,,,,0,135940,287640,533705,613760,42798,570963,613760,613760,613760,613760,613760
11193080430000,732  RIDGE AVE EVANSTON,,,,0,74350,342300,460283,494804,23409,471395,494804,494804,494804,494804,
11193080440000,730  RIDGE AVE EVANSTON,,,,0,74790,448280,564344,564344,23545,540799,564344,564344,564344,564344,
11193080450000,728  RIDGE AVE EVANSTON,,,,0,57510,357730,454792,488902,18105,470797,488902,488902,488902,488902,
11193080460000,724  RIDGE AVE EVANSTON,,,,0,72900,430680,511009,549335,22950,526385,549335,549335,549335,549335,
11193080470000,718  RIDGE AVE EVANSTON,,,,0,116960,509540,789973,789973,36822,753151,789973,789973,789973,789973,
11193080480000,1216  MADISON ST EVANSTON,,,,0,67500,398560,519740,571714,21250,550464,571714,571714,571714,571714,
11193080510000,1208  MADISON ST EVANSTON,,,,0,75930,451950,441531,507760,23906,483854,507760,507760,507760,507760,
11193080520000,1212  MADISON ST EVANSTON,,,,0,67500,35720,412230,412230,21250,0,412230,412230,21250,21250,
11193080530000,719  ASBURY AVE EVANSTON,,,,0,99330,275860,331343,331343,31272,300072,331343,331343,331343,331343,
11193080540000,717  ASBURY AVE EVANSTON,08/30/2017,01724239018,417500,1,99730,317770,519815,519815,31399,488416,519815,519815,519815,519815,
11193090050000,920  MADISON ST EVANSTON,,,,0,86400,349190,546470,628441,27200,601241,628441,628441,628441,628441,628441
11193090060000,918  MADISON ST EVANSTON,,,,0,86400,461280,617710,679481,27200,652281,679481,679481,679481,679481,
11193090070000,914  MADISON ST EVANSTON,,,,0,86400,532430,796025,875627,27200,848427,875627,875627,875627,875627,
11193090080000,910  MADISON ST EVANSTON,,,,0,64800,381880,497556,497556,20400,477156,497556,497556,497556,497556,
11193090090000,908  MADISON ST EVANSTON,,,,0,64800,367540,436945,502487,20400,482087,502487,502487,502487,502487,
11193090100000,734  ELMWOOD AVE EVANSTON,,,,0,68850,392890,505548,581380,21675,559705,581380,581380,581380,581380,581380
11193090110000,728  ELMWOOD AVE EVANSTON,,,,0,60750,458140,618260,680086,19125,660961,680086,680086,680086,680086,
11193090120000,921  MONROE ST EVANSTON,,,,0,83700,394880,593035,652339,26350,625989,652339,652339,652339,652339,
11193090130000,919  MONROE ST EVANSTON,,,,0,83700,595290,936701,1030371,26350,1004021,1030371,1030371,1030371,1030371,
11193090140000,915  MONROE ST EVANSTON,,,,0,83700,362440,546908,628944,26350,602594,628944,628944,628944,628944,628944
11193090150000,913  MONROE ST EVANSTON,,,,0,125550,565120,721794,793973,39525,754448,793973,793973,793973,793973,
11193090160000,903  MONROE ST EVANSTON,,,,0,125550,457260,742236,816460,39525,776935,816460,816460,816460,816460,
11193090201001,737  RIDGE AVE EVANSTON,,,,0,8010,88700,245147,189989,2524,137672,189989,189989,189989,140197,
11193090201002,737  RIDGE AVE EVANSTON,,,,0,11950,132210,245147,189989,3762,203846,189989,189989,189989,207608,
11193090201003,737  RIDGE AVE EVANSTON,,,,0,10490,116070,245147,189989,3303,179405,189989,189989,189989,182708,
11193090201004,737  RIDGE AVE EVANSTON,,,,0,10230,113260,245147,189989,3223,175140,189989,189989,189989,178363,
